"","county","state","lat","long","cases","deaths"
"2403","Cherokee","South Carolina",35.05122251,-81.61828622,4897,124
"2404","Chester","South Carolina",34.69249168,-81.1583216,3333,57
"2405","Chesterfield","South Carolina",34.64137396,-80.1564014,3691,87
"2406","Clarendon","South Carolina",33.66610974,-80.21647898,2646,89
"2407","Colleton","South Carolina",32.87582989,-80.67641292,2960,100
"2408","Darlington","South Carolina",34.33358335,-79.96027485,7284,146
"2409","Dillon","South Carolina",34.39007791,-79.37741872,3674,74
"2410","Dorchester","South Carolina",33.0794369,-80.40502652,13500,160
"2411","Edgefield","South Carolina",33.77221995,-81.96231108,2434,33
"2412","Fairfield","South Carolina",34.39287073,-81.1195624,1960,63
"2413","Florence","South Carolina",34.02361754,-79.70189312,15502,366
"2414","Georgetown","South Carolina",33.43443342,-79.33202141,5709,130
"2415","Greenville","South Carolina",34.89502264,-82.37295012,58765,761
"2416","Greenwood","South Carolina",34.15272415,-82.12715789,6502,144
"2417","Hampton","South Carolina",32.77419582,-81.13845571,1557,41
"2418","Horry","South Carolina",33.9212828,-78.99555293,30578,486
"2419","Jasper","South Carolina",32.43171982,-81.02487495,2006,39
"2420","Kershaw","South Carolina",34.33988254,-80.58763164,5916,103
"2421","Lancaster","South Carolina",34.68270843,-80.70513032,8322,124
"2422","Laurens","South Carolina",34.48244419,-82.00490796,5761,142
"2423","Lee","South Carolina",34.16393091,-80.25690731,1664,52
"2424","Lexington","South Carolina",33.89665987,-81.27146426,25980,394
"2425","Marion","South Carolina",34.07859748,-79.36400756,3010,90
"2426","Marlboro","South Carolina",34.59905577,-79.67561152,2749,45
"2427","McCormick","South Carolina",33.90161443,-82.30794338,818,22
"2428","Newberry","South Carolina",34.28629098,-81.59935761,3953,88
"2429","Oconee","South Carolina",34.75225169,-83.06742317,7839,105
"2430","Orangeburg","South Carolina",33.4391073,-80.79886287,7911,191
"2431","Pickens","South Carolina",34.88807695,-82.72791551,15227,238
"2432","Richland","South Carolina",34.01791263,-80.90267209,37316,451
"2433","Saluda","South Carolina",34.00795823,-81.72713237,1431,39
"2434","Spartanburg","South Carolina",34.92960077,-81.99225984,32260,618
"2435","Sumter","South Carolina",33.91826534,-80.37942316,8513,153
"2436","Union","South Carolina",34.68835752,-81.61730349,2379,65
"2437","Williamsburg","South Carolina",33.62190129,-79.72767442,3417,81
"2438","York","South Carolina",34.97281497,-81.18085944,23363,277
"2439","Aurora","South Dakota",43.71757685,-98.56050467,451,15
"2440","Beadle","South Dakota",44.41464384,-98.27858469,2623,39
"2441","Bennett","South Dakota",43.19486375,-101.6665572,378,9
"2442","Bon Homme","South Dakota",42.98914167,-97.88592746,1499,24
"2443","Brookings","South Dakota",44.36974375,-96.79079945,3475,35
"2444","Brown","South Dakota",45.58994323,-98.35165355,5016,79
"2445","Brule","South Dakota",43.71756379,-99.08118954,680,9
"2446","Buffalo","South Dakota",44.07657829,-99.20814467,419,13
"2447","Butte","South Dakota",44.90608745,-103.5079318,961,20
"2448","Campbell","South Dakota",45.77074915,-100.0510181,126,4
"2449","Charles Mix","South Dakota",43.20660134,-98.58856175,1233,18
"2450","Clark","South Dakota",44.85834507,-97.72925109,355,4
"2451","Clay","South Dakota",42.91296147,-96.97656917,1761,15
"2452","Codington","South Dakota",44.97788119,-97.18827677,3788,75
"2453","Corson","South Dakota",45.70889983,-101.1970473,461,11
"2454","Custer","South Dakota",43.67741105,-103.4534521,730,12
"2455","Davison","South Dakota",43.67490933,-98.14458906,2910,59
"2456","Day","South Dakota",45.367281,-97.60737498,623,28
"2457","Deuel","South Dakota",44.75994309,-96.66943645,460,8
"2458","Dewey","South Dakota",45.15639647,-100.8709139,1390,21
"2459","Douglas","South Dakota",43.38520741,-98.36978007,415,9
"2460","Edmunds","South Dakota",45.41846445,-99.21545423,467,11
"2461","Fall River","South Dakota",43.23929297,-103.5275691,512,15
"2462","Faulk","South Dakota",45.07082625,-99.14535601,345,13
"2463","Grant","South Dakota",45.1723937,-96.77002276,929,37
"2464","Gregory","South Dakota",43.19419064,-99.18883902,514,27
"2465","Haakon","South Dakota",44.29299053,-101.539099,244,9
"2466","Hamlin","South Dakota",44.67385954,-97.18829593,672,38
"2467","Hand","South Dakota",44.54708407,-99.00386459,323,6
"2468","Hanson","South Dakota",43.6746384,-97.78715148,341,4
"2469","Harding","South Dakota",45.58015551,-103.4958629,91,1
"2470","Hughes","South Dakota",44.39091534,-99.99661148,2222,33
"2471","Hutchinson","South Dakota",43.33449012,-97.75536441,766,24
"2472","Hyde","South Dakota",44.54747703,-99.48572582,135,1
"2473","Jackson","South Dakota",43.69318385,-101.6255063,270,14
"2474","Jerauld","South Dakota",44.06637798,-98.62965972,268,16
"2475","Jones","South Dakota",43.96278565,-100.6940008,82,0
"2476","Kingsbury","South Dakota",44.36956169,-97.4913945,611,13
"2477","Lake","South Dakota",44.02193107,-97.12926365,1152,17
"2478","Lawrence","South Dakota",44.35919441,-103.7929428,2766,44
"2479","Lincoln","South Dakota",43.27841182,-96.7203905,7522,75
"2480","Lyman","South Dakota",43.89522709,-99.85201878,591,10
"2481","Marshall","South Dakota",45.75870838,-97.59855639,289,5
"2482","McCook","South Dakota",43.6742571,-97.36863144,724,24
"2483","McPherson","South Dakota",45.76626028,-99.22118798,236,4
"2484","Meade","South Dakota",44.56676791,-102.7162741,2496,31
"2485","Mellette","South Dakota",43.58078848,-100.7563186,241,2
"2486","Miner","South Dakota",44.02197882,-97.60992207,269,7
"2487","Minnehaha","South Dakota",43.67441641,-96.7910885,27257,319
"2488","Moody","South Dakota",44.02266214,-96.67081159,604,16
"2489","Oglala Lakota","South Dakota",43.33749164,-102.5555498,2042,44
"2490","Pennington","South Dakota",44.0025835,-102.8240777,12494,177
"2491","Perkins","South Dakota",45.49049506,-102.4755586,339,12
"2492","Potter","South Dakota",45.06583079,-99.95498503,354,3
"2493","Roberts","South Dakota",45.62975048,-96.94672673,1117,35
"2494","Sanborn","South Dakota",44.02351092,-98.0909816,325,3
"2495","Spink","South Dakota",44.93837606,-98.34626602,787,25
"2496","Stanley","South Dakota",44.41381872,-100.7349153,320,2
"2497","Sully","South Dakota",44.71571812,-100.1278092,135,3
"2498","Todd","South Dakota",43.19338568,-100.7195503,1214,26
"2499","Tripp","South Dakota",43.34459388,-99.8854891,659,15
"2500","Turner","South Dakota",43.3109081,-97.14865776,1046,50
"2501","Union","South Dakota",42.83112163,-96.6557828,1899,39
"2502","Walworth","South Dakota",45.43019636,-100.0307514,709,15
"2503","Yankton","South Dakota",43.00924485,-97.39467635,2759,28
"2504","Ziebach","South Dakota",44.97881876,-101.6654622,337,9
"2505","Anderson","Tennessee",36.12684348,-84.19965764,7377,143
"2506","Bedford","Tennessee",35.51123746,-86.45549096,5642,109
"2507","Benton","Tennessee",36.07110411,-88.06849355,1396,37
"2508","Bledsoe","Tennessee",35.59942968,-85.20611967,1882,11
"2509","Blount","Tennessee",35.68938198,-83.92847788,12972,158
"2510","Bradley","Tennessee",35.15739424,-84.857186,11954,128
"2511","Campbell","Tennessee",36.40355516,-84.1510856,3555,51
"2512","Cannon","Tennessee",35.80990797,-86.05738983,1693,25
"2513","Carroll","Tennessee",35.97366108,-88.45189331,3340,78
"2514","Carter","Tennessee",36.28969086,-82.12588974,5424,139
"2515","Cheatham","Tennessee",36.26136216,-87.08903581,3700,38
"2516","Chester","Tennessee",35.42527478,-88.6095842,1897,44
"2517","Claiborne","Tennessee",36.48319149,-83.65947309,2493,52
"2518","Clay","Tennessee",36.55151008,-85.53930419,995,29
"2519","Cocke","Tennessee",35.9278914,-83.11828725,3770,84
"2520","Coffee","Tennessee",35.49090731,-86.07311784,6028,104
"2521","Crockett","Tennessee",35.81830662,-89.14916269,1885,43
"2522","Cumberland","Tennessee",35.95271721,-84.99840585,5744,103
"2523","Davidson","Tennessee",36.17007426,-86.78646056,76465,790
"2524","DeKalb","Tennessee",35.97616272,-85.83689361,2578,48
"2525","Decatur","Tennessee",35.60048904,-88.11043779,1517,32
"2526","Dickson","Tennessee",36.14669837,-87.35891709,5892,98
"2527","Dyer","Tennessee",36.05931946,-89.41542855,5059,92
"2528","Fayette","Tennessee",35.19615831,-89.41399032,4345,65
"2529","Fentress","Tennessee",36.38128818,-84.92870012,2224,41
"2530","Franklin","Tennessee",35.15634626,-86.09201039,4470,76
"2531","Gibson","Tennessee",35.99438059,-88.93358327,5980,129
"2532","Giles","Tennessee",35.20222469,-87.03992678,3477,89
"2533","Grainger","Tennessee",36.27469206,-83.51254721,2284,45
"2534","Greene","Tennessee",36.17470125,-82.84691273,7013,134
"2535","Grundy","Tennessee",35.38433717,-85.72142731,1531,26
"2536","Hamblen","Tennessee",36.21990035,-83.26586179,7626,151
"2537","Hamilton","Tennessee",35.17670231,-85.16652245,38169,410
"2538","Hancock","Tennessee",36.52692871,-83.22375847,452,9
"2539","Hardeman","Tennessee",35.20772017,-88.99161161,3259,62
"2540","Hardin","Tennessee",35.19732531,-88.18593755,3138,58
"2541","Hawkins","Tennessee",36.44355426,-82.94885298,4936,88
"2542","Haywood","Tennessee",35.58332824,-89.28536625,2543,58
"2543","Henderson","Tennessee",35.65581134,-88.38600175,3496,70
"2544","Henry","Tennessee",36.33160906,-88.30121797,2808,70
"2545","Hickman","Tennessee",35.80609681,-87.47643507,2393,39
"2546","Houston","Tennessee",36.28872054,-87.71878828,973,27
"2547","Humphreys","Tennessee",36.03958805,-87.77992872,1457,20
"2548","Jackson","Tennessee",36.36380466,-85.67239905,1110,27
"2549","Jefferson","Tennessee",36.04818632,-83.45148924,5246,95
"2550","Johnson","Tennessee",36.4552395,-81.84886538,2130,37
"2551","Knox","Tennessee",35.99508821,-83.94635435,42711,523
"2552","Lake","Tennessee",36.3418017,-89.48921915,1658,24
"2553","Lauderdale","Tennessee",35.75893438,-89.6301591,3083,41
"2554","Lawrence","Tennessee",35.21675201,-87.39787695,5467,78
"2555","Lewis","Tennessee",35.52853208,-87.49022694,1387,23
"2556","Lincoln","Tennessee",35.13738622,-86.58910106,4019,55
"2557","Loudon","Tennessee",35.73939663,-84.31145275,5444,62
"2558","Macon","Tennessee",36.53157855,-86.00778595,3046,66
"2559","Madison","Tennessee",35.61181957,-88.84076036,9754,206
"2560","Marion","Tennessee",35.12997174,-85.62265895,2474,38
"2561","Marshall","Tennessee",35.45798777,-86.76420988,3779,50
"2562","Maury","Tennessee",35.6187413,-87.07462444,11927,152
"2563","McMinn","Tennessee",35.42812616,-84.61520715,5515,84
"2564","McNairy","Tennessee",35.17468549,-88.5647812,2606,46
"2565","Meigs","Tennessee",35.51558739,-84.81482914,1245,19
"2566","Monroe","Tennessee",35.44550387,-84.24902965,4991,80
"2567","Montgomery","Tennessee",36.49609412,-87.38550661,16294,184
"2568","Moore","Tennessee",35.27724699,-86.36230578,863,13
"2569","Morgan","Tennessee",36.13248031,-84.64880098,2058,23
"2570","Obion","Tennessee",36.35732446,-89.14921589,4172,90
"2571","Overton","Tennessee",36.34117832,-85.28989535,2671,53
"2572","Perry","Tennessee",35.63708728,-87.86139634,991,25
"2573","Pickett","Tennessee",36.55606529,-85.077633,713,21
"2574","Polk","Tennessee",35.12245443,-84.52075859,1617,21
"2575","Putnam","Tennessee",36.14005459,-85.50646123,10608,165
"2576","Rhea","Tennessee",35.60536161,-84.93076643,4069,65
"2577","Roane","Tennessee",35.84923189,-84.52458689,5593,97
"2578","Robertson","Tennessee",36.52454807,-86.87346725,8327,106
"2579","Rutherford","Tennessee",35.84591405,-86.4107263,35950,337
"2580","Scott","Tennessee",36.42325673,-84.50360494,2416,39
"2581","Sequatchie","Tennessee",35.36979721,-85.41022136,1505,24
"2582","Sevier","Tennessee",35.78077323,-83.52244332,11372,146
"2583","Shelby","Tennessee",35.1864775,-89.89692423,82845,1357
"2584","Smith","Tennessee",36.25359775,-85.95411046,2431,33
"2585","Stewart","Tennessee",36.50235092,-87.83920548,1178,25
"2586","Sullivan","Tennessee",36.51240691,-82.30412917,13550,254
"2587","Sumner","Tennessee",36.46824103,-86.45917204,19803,285
"2588","Tipton","Tennessee",35.501942,-89.73694895,6647,91
"2589","Trousdale","Tennessee",36.39026213,-86.16087954,2347,19
"2590","Unicoi","Tennessee",36.10890856,-82.43709629,1733,48
"2591","Union","Tennessee",36.28590426,-83.83651902,1538,26
"2592","Van Buren","Tennessee",35.69864497,-85.45221699,691,15
"2593","Warren","Tennessee",35.6728299,-85.77969117,5264,66
"2594","Washington","Tennessee",36.29472368,-82.4945472,12583,222
"2595","Wayne","Tennessee",35.23868267,-87.78644456,2779,26
"2596","Weakley","Tennessee",36.29896232,-88.71990865,3589,53
"2597","White","Tennessee",35.92929884,-85.45591799,3276,59
"2598","Williamson","Tennessee",35.89099229,-86.89281867,23767,184
"2599","Wilson","Tennessee",36.15496772,-86.29775884,15602,191
"2600","Anderson","Texas",31.81534745,-95.65354823,5968,93
"2601","Andrews","Texas",32.30468633,-102.6376548,1672,44
"2602","Angelina","Texas",31.25457347,-94.60901487,7526,230
"2603","Aransas","Texas",28.10556197,-96.9995047,1081,31
"2604","Archer","Texas",33.61569967,-98.68754589,753,11
"2605","Armstrong","Texas",34.96507426,-101.3574874,142,6
"2606","Atascosa","Texas",28.89333001,-98.52730485,4866,118
"2607","Austin","Texas",29.88548725,-96.27736949,1667,26
"2608","Bailey","Texas",34.06854817,-102.8299707,767,16
"2609","Bandera","Texas",29.74619598,-99.24598147,1125,22
"2610","Bastrop","Texas",30.10370699,-97.31206354,8003,67
"2611","Baylor","Texas",33.61640794,-99.21352901,291,11
"2612","Bee","Texas",28.41761668,-97.74215593,3352,59
"2613","Bell","Texas",31.03736027,-97.4785025,19602,295
"2614","Bexar","Texas",29.44928723,-98.52019748,183201,2527
"2615","Blanco","Texas",30.26640707,-98.3999852,647,15
"2616","Borden","Texas",32.74363984,-101.4316509,17,2
"2617","Bosque","Texas",31.89978581,-97.63613524,1516,27
"2618","Bowie","Texas",33.44626922,-94.41834132,6114,162
"2619","Brazoria","Texas",29.18757369,-95.44563172,30540,332
"2620","Brazos","Texas",30.6636448,-96.30205577,19626,197
"2621","Brewster","Texas",29.81008251,-103.2520326,856,10
"2622","Briscoe","Texas",34.53026962,-101.2084947,125,4
"2623","Brooks","Texas",27.03103197,-98.21808402,737,31
"2624","Brown","Texas",31.77430356,-98.99907113,3862,101
"2625","Burleson","Texas",30.49273808,-96.62158484,2097,28
"2626","Burnet","Texas",30.78801353,-98.181887,3884,49
"2627","Caldwell","Texas",29.83668859,-97.61814775,4937,68
"2628","Calhoun","Texas",28.47048236,-96.61633945,1658,13
"2629","Callahan","Texas",32.29760619,-99.37326312,1093,36
"2630","Cameron","Texas",26.14524221,-97.48140372,35736,1357
"2631","Camp","Texas",32.97195142,-94.97790104,1124,36
"2632","Carson","Texas",35.40365929,-101.3542669,351,12
"2633","Cass","Texas",33.07499881,-94.34646905,1694,71
"2634","Castro","Texas",34.53016752,-102.2617243,857,26
"2635","Chambers","Texas",29.70972016,-94.67154501,3884,19
"2636","Cherokee","Texas",31.837258,-95.16559897,3890,110
"2637","Childress","Texas",34.5293041,-100.2077916,1314,15
"2638","Clay","Texas",33.78686685,-98.20771198,969,16
"2639","Cochran","Texas",33.60425307,-102.8284499,234,13
"2640","Coke","Texas",31.88911733,-100.5297533,437,11
"2641","Coleman","Texas",31.76736834,-99.45240766,691,27
"2642","Collin","Texas",33.18820114,-96.57264368,76772,627
"2643","Collingsworth","Texas",34.96489496,-100.2700111,250,8
"2644","Colorado","Texas",29.622098,-96.5273805,1450,23
"2645","Comal","Texas",29.80811278,-98.27647225,8463,239
"2646","Comanche","Texas",31.94854689,-98.55876441,1208,44
"2647","Concho","Texas",31.32635934,-99.86473038,283,6
"2648","Cooke","Texas",33.63979567,-97.21240912,3301,57
"2649","Coryell","Texas",31.39078397,-97.79936155,7022,64
"2650","Cottle","Texas",34.07783319,-100.2785062,181,7
"2651","Crane","Texas",31.43052248,-102.5143314,500,11
"2652","Crockett","Texas",30.72367027,-101.4134238,542,15
"2653","Crosby","Texas",33.61431553,-101.3000364,442,25
"2654","Culberson","Texas",31.44506775,-104.5185739,335,7
"2655","Dallam","Texas",36.27787176,-102.6020725,555,22
"2656","Dallas","Texas",32.76670599,-96.7779605,267354,3016
"2657","Dawson","Texas",32.74255572,-101.9477242,1686,66
"2658","DeWitt","Texas",29.08101855,-97.3568117,1774,55
"2659","Deaf Smith","Texas",34.96522957,-102.6054267,2510,62
"2660","Delta","Texas",33.38570922,-95.66921122,277,7
"2661","Denton","Texas",33.20521901,-97.11691153,56629,554
"2662","Dickens","Texas",33.61616822,-100.7788855,142,8
"2663","Dimmit","Texas",28.42270064,-99.75645095,1339,19
"2664","Donley","Texas",34.96517499,-100.8140093,333,12
"2665","Duval","Texas",27.68184592,-98.50864568,1131,35
"2666","Eastland","Texas",32.32743996,-98.83243566,1148,36
"2667","Ector","Texas",31.86898877,-102.5429428,14488,302
"2668","Edwards","Texas",29.98202582,-100.304252,234,4
"2669","El Paso","Texas",31.76980765,-106.2363275,116644,2182
"2670","Ellis","Texas",32.34894117,-96.79371841,19505,250
"2671","Erath","Texas",32.23602653,-98.21773417,3824,60
"2672","Falls","Texas",31.25350609,-96.93630086,1960,26
"2673","Fannin","Texas",33.59564294,-96.10751083,3015,88
"2674","Fayette","Texas",29.87788372,-96.92076062,2142,50
"2675","Fisher","Texas",32.74281316,-100.4019302,290,13
"2676","Floyd","Texas",34.07227468,-101.3031546,711,29
"2677","Foard","Texas",33.97308618,-99.7767797,112,7
"2678","Fort Bend","Texas",29.52704478,-95.77219463,52824,506
"2679","Franklin","Texas",33.17653242,-95.21917243,648,21
"2680","Freestone","Texas",31.70422788,-96.15072516,1813,33
"2681","Frio","Texas",28.86751206,-99.10804207,2508,36
"2682","Gaines","Texas",32.74055318,-102.6353295,1394,38
"2683","Galveston","Texas",29.40167322,-94.90469073,32106,301
"2684","Garza","Texas",33.17969345,-101.2984114,320,18
"2685","Gillespie","Texas",30.31824095,-98.94676915,2244,43
"2686","Glasscock","Texas",31.86942909,-101.5207776,100,2
"2687","Goliad","Texas",28.65696592,-97.42760647,387,12
"2688","Gonzales","Texas",29.45634206,-97.49424032,2421,43
"2689","Gray","Texas",35.40081878,-100.8129222,1880,48
"2690","Grayson","Texas",33.62744998,-96.67753461,10112,275
"2691","Gregg","Texas",32.47940482,-94.81591935,9941,274
"2692","Grimes","Texas",30.54579585,-95.98902499,3233,58
"2693","Guadalupe","Texas",29.58165339,-97.94786822,12116,162
"2694","Hale","Texas",34.07044901,-101.8268114,5934,150
"2695","Hall","Texas",34.5307555,-100.6813852,390,14
"2696","Hamilton","Texas",31.70470573,-98.11083887,717,23
"2697","Hansford","Texas",36.27743284,-101.3545796,746,18
"2698","Hardeman","Texas",34.28944521,-99.74632408,347,12
"2699","Hardin","Texas",30.33364686,-94.38931817,4449,83
"2700","Harris","Texas",29.85864939,-95.39339521,328426,4506
"2701","Harrison","Texas",32.54935988,-94.36934071,4289,85
"2702","Hartley","Texas",35.84008013,-102.6029022,409,2
"2703","Haskell","Texas",33.17823584,-99.73037358,420,20
"2704","Hays","Texas",30.05669873,-98.02944344,17121,198
"2705","Hemphill","Texas",35.83764858,-100.2703577,532,2
"2706","Henderson","Texas",32.21128872,-95.85846587,5098,138
"2707","Hidalgo","Texas",26.39418217,-98.18299696,67570,2489
"2708","Hill","Texas",31.99045053,-97.13423143,4131,71
"2709","Hockley","Texas",33.60771256,-102.3431676,2154,97
"2710","Hood","Texas",32.42990927,-97.83242024,5872,103
"2711","Hopkins","Texas",33.14875072,-95.56351139,2745,98
"2712","Houston","Texas",31.31925973,-95.42226208,1481,35
"2713","Howard","Texas",32.30621324,-101.4356444,4430,91
"2714","Hudspeth","Texas",31.45628381,-105.388178,471,11
"2715","Hunt","Texas",33.12351514,-96.08551032,5162,133
"2716","Hutchinson","Texas",35.84006574,-101.3546643,1418,64
"2717","Irion","Texas",31.30375559,-100.982439,96,1
"2718","Jack","Texas",33.23377248,-98.17283469,586,13
"2719","Jackson","Texas",28.95472367,-96.57749563,1551,26
"2720","Jasper","Texas",30.74685667,-94.02667579,2182,65
"2721","Jeff Davis","Texas",30.71490589,-104.1399973,147,2
"2722","Jefferson","Texas",29.8832777,-94.16434171,17556,313
"2723","Jim Hogg","Texas",27.04453923,-98.6968187,586,13
"2724","Jim Wells","Texas",27.73103938,-98.0904705,3816,79
"2725","Johnson","Texas",32.37877812,-97.36615819,17394,293
"2726","Jones","Texas",32.73997145,-99.87861576,2685,43
"2727","Karnes","Texas",28.90705334,-97.85960149,1626,31
"2728","Kaufman","Texas",32.5991417,-96.28734728,13724,189
"2729","Kendall","Texas",29.94414155,-98.7113588,2529,57
"2730","Kenedy","Texas",26.92601662,-97.66413984,32,2
"2731","Kent","Texas",33.18104136,-100.7780939,75,1
"2732","Kerr","Texas",30.06040006,-99.34930144,3817,79
"2733","Kimble","Texas",30.48678918,-99.74856473,244,6
"2734","King","Texas",33.61643847,-100.2558057,13,0
"2735","Kinney","Texas",29.34967888,-100.4186638,331,4
"2736","Kleberg","Texas",27.42435506,-97.69894948,2327,73
"2737","Knox","Texas",33.60519951,-99.7422906,241,13
"2738","La Salle","Texas",28.34453111,-99.09908775,810,21
"2739","Lamar","Texas",33.66981763,-95.57404777,5302,133
"2740","Lamb","Texas",34.06859623,-102.3516289,1871,78
"2741","Lampasas","Texas",31.19531316,-98.24206613,1880,22
"2742","Lavaca","Texas",29.38508402,-96.93186692,2133,66
"2743","Lee","Texas",30.31120597,-96.97045773,1802,36
"2744","Leon","Texas",31.29872538,-95.9936328,1470,35
"2745","Liberty","Texas",30.15152688,-94.81205615,6321,142
"2746","Limestone","Texas",31.5454767,-96.58095444,2445,51
"2747","Lipscomb","Texas",36.27783108,-100.2733151,282,11
"2748","Live Oak","Texas",28.35101362,-98.1246786,1075,17
"2749","Llano","Texas",30.70645047,-98.68475262,1363,42
"2750","Loving","Texas",31.84947612,-103.5818571,1,0
"2751","Lubbock","Texas",33.61008596,-101.8204789,47418,718
"2752","Lynn","Texas",33.17657705,-101.8162849,602,19
"2753","Madison","Texas",30.96694679,-95.93003775,1832,24
"2754","Marion","Texas",32.79868409,-94.3566123,478,24
"2755","Martin","Texas",32.30600051,-101.9513518,591,18
"2756","Mason","Texas",30.71780434,-99.22629416,346,4
"2757","Matagorda","Texas",28.81955746,-96.01230294,2901,84
"2758","Maverick","Texas",28.7429195,-100.3157686,9691,260
"2759","McCulloch","Texas",31.1925468,-99.34682807,509,15
"2760","McLennan","Texas",31.55255453,-97.20217694,23575,402
"2761","McMullen","Texas",28.35251708,-98.56769164,74,3
"2762","Medina","Texas",29.3557301,-99.11030298,3843,79
"2763","Menard","Texas",30.88990665,-99.8204794,206,5
"2764","Midland","Texas",31.86904128,-102.0315682,15687,224
"2765","Milam","Texas",30.7858183,-96.97718698,2114,33
"2766","Mills","Texas",31.49557106,-98.59272068,587,19
"2767","Mitchell","Texas",32.30623474,-100.9212058,570,28
"2768","Montague","Texas",33.67521893,-97.72500958,1914,56
"2769","Montgomery","Texas",30.30079133,-95.50572772,41310,406
"2770","Moore","Texas",35.83769242,-101.8930281,2177,64
"2771","Morris","Texas",33.11304005,-94.73255695,771,21
"2772","Motley","Texas",34.07408766,-100.779722,80,7
"2773","Nacogdoches","Texas",31.62017125,-94.61803994,3866,135
"2774","Navarro","Texas",32.04620681,-96.47428766,5428,100
"2775","Newton","Texas",30.78548982,-93.74408813,541,28
"2776","Nolan","Texas",32.30365282,-100.4060208,1474,45
"2777","Nueces","Texas",27.736286,-97.5433285,36203,670
"2778","Ochiltree","Texas",36.27829105,-100.8158184,1013,21
"2779","Oldham","Texas",35.40425596,-102.6027606,216,3
"2780","Orange","Texas",30.11879481,-93.89412775,6621,98
"2781","Palo Pinto","Texas",32.75310985,-98.31319001,2648,61
"2782","Panola","Texas",32.1639596,-94.30552481,1389,56
"2783","Parker","Texas",32.77757172,-97.80500621,13727,143
"2784","Parmer","Texas",34.52993409,-102.7844668,1147,34
"2785","Pecos","Texas",30.78097267,-102.7241261,1410,30
"2786","Polk","Texas",30.79472531,-94.8276624,2813,84
"2787","Potter","Texas",35.40133773,-101.893964,16608,380
"2788","Presidio","Texas",29.99954402,-104.2408079,741,22
"2789","Rains","Texas",32.87109387,-95.79232691,709,23
"2790","Randall","Texas",34.96585996,-101.8971322,15911,249
"2791","Reagan","Texas",31.36607041,-101.5232659,361,8
"2792","Real","Texas",29.83321503,-99.82018052,296,12
"2793","Red River","Texas",33.61886692,-95.04841765,616,34
"2794","Reeves","Texas",31.32323325,-103.6903896,1672,38
"2795","Refugio","Texas",28.3238976,-97.15766311,591,17
"2796","Roberts","Texas",35.83809685,-100.813175,53,1
"2797","Robertson","Texas",31.02539637,-96.51272246,1920,29
"2798","Rockwall","Texas",32.89779518,-96.40771592,9881,108
"2799","Runnels","Texas",31.8314342,-99.97616148,1224,34
"2800","Rusk","Texas",32.10773545,-94.76176432,3512,82
"2801","Sabine","Texas",31.34318809,-93.85440451,477,37
"2802","San Augustine","Texas",31.39457611,-94.17000399,523,28
"2803","San Jacinto","Texas",30.57933681,-95.16260304,858,24
"2804","San Patricio","Texas",28.00880118,-97.51763891,3889,120
"2805","San Saba","Texas",31.1577796,-98.81758731,761,17
"2806","Schleicher","Texas",30.89740592,-100.5384842,220,6
"2807","Scurry","Texas",32.74613808,-100.9162664,2441,56
"2808","Shackelford","Texas",32.73587756,-99.35401337,238,2
"2809","Shelby","Texas",31.79211404,-94.14550696,1459,49
"2810","Sherman","Texas",36.27751473,-101.8933156,132,12
"2811","Smith","Texas",32.37474036,-95.2717568,17763,375
"2812","Somervell","Texas",32.22236802,-97.77403489,1007,10
"2813","Starr","Texas",26.56150059,-98.73892358,8744,248
"2814","Stephens","Texas",32.73553157,-98.83631615,735,22
"2815","Sterling","Texas",31.82781912,-101.0500746,103,4
"2816","Stonewall","Texas",33.17906744,-100.2538401,148,6
"2817","Sutton","Texas",30.49856623,-100.5382014,443,6
"2818","Swisher","Texas",34.53028891,-101.7349174,727,15
"2819","Tarrant","Texas",32.77143818,-97.29101614,228038,2387
"2820","Taylor","Texas",32.30163422,-99.89007449,14708,336
"2821","Terrell","Texas",30.22429013,-102.0766732,78,2
"2822","Terry","Texas",33.17402785,-102.3354521,1652,52
"2823","Throckmorton","Texas",33.17751417,-99.21226795,71,5
"2824","Titus","Texas",33.21339719,-94.96797273,3447,73
"2825","Tom Green","Texas",31.40464436,-100.462443,15963,235
"2826","Travis","Texas",30.33432034,-97.7853562,71831,771
"2827","Trinity","Texas",31.0879489,-95.1367187,606,20
"2828","Tyler","Texas",30.77031716,-94.37690895,1127,30
"2829","Upshur","Texas",32.73706798,-94.93999853,3007,49
"2830","Upton","Texas",31.36868194,-102.0423217,362,7
"2831","Uvalde","Texas",29.35739637,-99.76229172,3310,55
"2832","Val Verde","Texas",29.89149232,-101.1525205,7396,183
"2833","Van Zandt","Texas",32.56483801,-95.83766469,3657,100
"2834","Victoria","Texas",28.79780988,-96.96813006,7581,163
"2835","Walker","Texas",30.73872995,-95.57440968,8038,107
"2836","Waller","Texas",30.01058447,-95.99011759,3180,34
"2837","Ward","Texas",31.50999644,-103.0927909,1064,18
"2838","Washington","Texas",30.21498498,-96.40946246,3465,79
"2839","Webb","Texas",27.7610369,-99.33237355,41361,593
"2840","Wharton","Texas",29.27765923,-96.22319248,3492,93
"2841","Wheeler","Texas",35.40114335,-100.2699514,456,9
"2842","Wichita","Texas",33.98842886,-98.7041034,14175,315
"2843","Wilbarger","Texas",34.07945812,-99.24178437,1794,47
"2844","Willacy","Texas",26.47411727,-97.61535848,2287,73
"2845","Williamson","Texas",30.64655664,-97.6004854,38112,351
